paper_id,title,abstract
s2orc_3273,Conflict and advertising planning: consequences of networking for advertising planning,"Purpose – The aim of this paper is to explore the tensions and basis for conflict within relationships that embed and connect networked companies involved in the planning of advertising, with broader relevance for professional service organizations.Design/methodology/approach – Framed within a social network perspective, this interpretive study draws on 22 in‐depth interviews to discuss the emergence and consequences of conflict within relationships shared by advertising creatives, account managers, researchers and media planners located in Scotland.Findings – The paper identifies four dominant themes which contribute toward relational conflict: the intensity of involvement in advertising planning, the emergence of role ambiguity, cultural stereotyping, and conflicts of interest.Originality/value – The paper provides a valuable antidote to studies reliant on dyadic client‐agency perspectives. Adopting a network perspective, it recognizes the importance of the multiple, simultaneous relationships involved ..."
s2orc_3274,Cyclazocine in the treatment of opiate addiction: a review with recommendations.,"The use of cyclazocine, a narcotic antagonist in the treatment of opiate addiction, is reviewed. Eleven investigations which have employed cyclazocine within addiction treatment programs have led to the conclusion that cyclazocine has yet to demonstrate its therapeutic efficacy due to low patient acceptance and the difficulty in maintaining effective blocking dosages. The use of naloxone to alleviate side effects during cyclazocine induction and technological advances in implantable sustained-release devices may facilitate the effectiveness of cyclazocine treatment of opiate addiction. Experimental designs are advocated as the best method for the evaluation of narcotic treatment programs."
s2orc_3275,Passive anion transport through the chloroplast inner envelope membrane measured by osmotic swelling of intact chloroplasts,"It has been shown that chloride channels are located in the envelope membranes of chloroplasts [5,11]. In this report, we use the light-scattering technique to measure quantitatively the rate of anion transport through the inner envelope membrane of isolated intact chloroplasts. Our results permit to assign the anion transport to the inner envelope of chloroplasts. The anionic selectivity determined from the kinetics of light scattering indicates that the chloride pathway is also highly permeable for NO-2 and NO-3. The sulfate and phosphate anions are impermeant. The chloride flux is not inhibited by DIDS or NEM and is temperature-dependent. The activation energy of the transport process suggests that the Cl- flux occurs through a channel."
s2orc_3276,2015 YILINDA ESNAFIMIZ KENDİNİ YENİLEMELİDİR,"Recep Kalkan the chairman of the Chamber of Merchants and Craftsmen Credit and Bail and the Union Of Chamber Of Merchants, reports ‘Merchant Bail Cooperation was founded in 1953 and served well since the foundation. A system which was well designed and which could be used as the closest credit source for the tradesmen was carried. A cooperation sense which was not found anywhere in any country and this system continued since then. It is certainly an advantageous system for the tradesmen.’"
s2orc_3277,Misinformation Effects for Psychic Readings and Belief in the Paranormal,"Forty participants watched a video of an alleged psychic giving a reading to a client, followed by 1 of 2 versions of a post-reading interview with the client, describing her reaction to the reading. In fact, both the reading and the post-reading interviews were scripted. In one version of the interview, the client incorrectly recalled an item of information that the psychic had given her, and in the second version she correctly recalled what the psychic had said. Participants' level of belief in the paranormal and recall of the reading were assessed. It had been hypothesized that believers would be more susceptible to a misinformation effect in this context. In fact, the believers' recall of the reading was inaccurate even without exposure to misinformation. Non-believers remembered the reading quite accurately when not exposed to misinformation but their recall was as poor as that of the believers when exposed to misinformation."
s2orc_3278,Modified enthalpies of formation for hydrocarbons from DFT and ab initio thermal energies,"The enthalpies of formation of 50 selected hydrocarbon species have been calculated at different ab initio and density functional theory levels by applying the atomization energy approach. Comparing these values to reliable experimental data, the accuracy of theoretical methods were estimated. To analyze the relationship between the calculated and observed enthalpies of formation a three-parameter equation was used, to aim in minimizing the error of the calculations compared to the observed data. These parameters could be employed in estimating enthalpies of formation for similar molecular structures of larger size and those for which experimental data are rare. In addition, to calculate enthalpies of formation at any specific temperature, NASA polynomials were evaluated from computed heat capacities in the temperature range 300–1500 K."
s2orc_3279,Multiple phase-transition in Ge2Sb2Te5 based phase change memory cell by current–voltage measurement,"Abstract A Ge 2 Sb 2 Te 5 based phase change memory (PCM) cell was fabricated by a standard 0.18 μm complementary metal–oxide-semiconductor technology, combined with subsequent special lift-off process. Through current–voltage measurements, the phase change from the amorphous state (high resistance state) to the face-centered cubic crystalline state and the hexagonal close-packed crystalline state (two kinds of different low resistance states) was observed. In addition to the typical phase-transition, where the PCM cell changes from initial amorphous state directly into final crystalline state, intermediate resistance states were observed during the phase changes from the high resistance state to the low resistance state."
s2orc_3280,Complexity of the Mixed Postman Problem with Restrictions on the Arcs,"The mixed postman problem consists of finding a minimum cost tour of a mixed graph traversing all its vertices, edges, and arcs at least once. We consider the variant of the mixed postman problem where all arcs must be traversed exactly once. We prove that the decision version of this problem is NP-complete. We give an integer programming formulation of this problem and we prove that one of its linear relaxations defines an integral polyhedron and can be solved in polynomial time."
s2orc_3281,"s-cis and s-trans Conformers of formic, thioformic and dithioformic acids. An ab initio study","Ab initio SCF-MO calculations have been carried out for formic, thioformic and dithioformic acids using the 6–31G* basis set. Fully optimized geometries, atomic charges, relative stabilities and harmonic force fields for s-cis and s-trans conformers of these molecules have been determined and the effects of oxygen-by-sulphur substitution analysed. A realistic description of the molecular charge distribution can be reached by introducing a quantum-mechanical correction to the Mulliken atomic charges, derived from the ‘charge’-‘charge flux’-‘overlap’(CCFO) model. Unlike reported theoretical results, the present ab initio calculations yield relative stabilities of the thioformic acid conformers in agreement with experiment [s-cis(thiol) > s-trans(thiol) > s-cis(thione) > s-trans(thione)]. The success of these ab initio calculations should be partially ascribed to the inclusion of polarization functions on all non-hydrogen atoms."
s2orc_3282,The specificity of units with specialized meaning: polysemy as explanatory factor,"In linguistics and terminology, few are the works that describe, in an integrated manner, terminological units and words. Neither are there models explicitly including, in their lexical representation, specialized meanings. We start from the hypothesis which states that the lexical unit (LU) is not per se either word or term, but a lexical form associated to all information relative to the different modules of the grammar in which it participates (Cabre 1999d, 2000). According to the communicational situation in which it is used, it either activates or not a specialized value. These values maintain a polysemic relationship with each other. The goals of this paper are to establish some elements that allow for an empirical foundation for the stated hypothesis on the LU, and to describe the kinds of features that compose semantic information and the configurations activated in specialized meanings."
s2orc_3283,Hepatic fatty acid conjugation of 2-chloroethanol and 2-bromoethanol in rats.,"To study the formation of fatty acid conjugates of 2-chloroethanol (2-CE) and 2-bromoethanol (2-BE), rats were administered (by gavage) 50 mg/kg of 2-CE and 2-BE in mineral oil and sacrificed on fifth day of the treatment. Hepatic microsomal lipids were extracted, and the fatty acid esters were separated by preparative thin-layer chromotography. The ester fraction was further purified by reverse-phase, high-performance liquid chromatography and analyzed by ammonia chemical ionization mass spectrometry. Pseudomolecular ions (M + NH4+, base peak) at m/z 336/338, 362/364, and 364/366 in a ratio of 3:1 and 380/382 and 408/410 in a ratio of 1:1 confirmed the in vivo formation of 2-chloroethyl palmitate, 2-chloroethyl oleate, 2-chloroethyl stearate, 2-bromoethyl palmitate, and 2-bromoethyl stearate, respectively. These results demonstrate the formation of fatty acid conjugates of 2-CE and 2-BE in vivo. These fatty acid conjugates may be retained in the body for a longer time and cause toxic manifestations."
s2orc_3284,Thermodynamic quantities for the oxidation of ranitidine by diperiodatocuprate(III) in aqueous alkaline medium,"The kinetics of oxidation of the anti-ulcer drug, ranitidine hydrochloride (RNH) by diperiodatocuprate(III) (DPC) in alkaline medium was studied spectrophotometrically. The reaction exhibits 1:2 stoichiometry (ranitidine:DPC). The reaction is of first order in [DPC] and has less than unit order in [RNH] and negative fractional order in [alkali]. The involvement of free radicals was observed in the reaction. The oxidation has been found to proceed via a DPC-ranitidine complex, which decomposes slowly in a rate-determining step followed by other fast steps to give the products, which were identified as ranitidine sulfoxide by spot test and spectroscopic studies."
s2orc_3285,Adolescents’ Self-Disclosure to Parents Across Cultures: Who Discloses and Why,"Much attention has been given to self-disclosure as an important component of parent—adolescent relationships. The authors address gaps in the current literature via a multimethod, multicultural design, interviewing 120 adolescents in Costa Rica, Thailand, and South Africa about their reasons for disclosing to parents, and then constructing items to represent the essence of the interview data and administering these items (along with measures of the parent—adolescent relationship and adolescent characteristics) to 2,100 adolescents in the same cultures. Analyses focus on discerning reasons for disclosure and on identifying profiles of adolescents who are more likely to disclose. Results reveal that adolescents from different cultures generally disclose for similar reasons and in similar patterns and that adolescents who disclose report social competence and, consistent with past research, positive parenting."
s2orc_3286,Domains of molecular beam epitaxial growth of Ga(In)AsBi on GaAs and InP substrates,"Abstract We investigate the molecular beam epitaxial growth of GaAsBi and GaInAsBi layers on GaAs and InP-substrates as the materials are intended to serve as an active region in optoelectronic devices. The layers were grown at substrate temperatures between 250–400 °C and for all layers the growth rate was kept at a value of 1 ML/s. We show that bismuth incorporation into Ga(In)As is independent of the applied arsenic (As 4 ) overpressure and can be allocated to different growth domains depending solely on the parameters bismuth flux and substrate temperature, respectively. The maximum bismuth content that could be incorporated was as high as 20.0% in GaAs."
s2orc_3287,Responses of Golgi tendon organs to concurrently active motor units,Abstract The effect of a motor unit contraction on a Golgi tendon organ is more fully revealed when the motor unit is stimulated with a random (Poisson) pulse train than when activated with a periodic train. The temporal relationship between the motor unit twitch force and the receptor spike train is exhibited by separately cross-correlating the force and the spike train with the stimulus train. The observed characteristics of the motor unit-receptor interaction are largely preserved even in the presence of activity by other motor units coupled to the same receptor. Our results show that each motor unit influences the firing probability of the receptor in a characteristic way throughout the duration of its twitch.
s2orc_3288,"Women's rights, domestic violence, and recourse seeking in rural Bangladesh.","This article seeks to deepen understanding of the reasons that abused women in a resource-poor rural setting seek recourse so seldom and with so little success. Data from in-depth interviews and group discussions are used to explore the range of responses to domestic violence and to examine barriers to recourse seeking. Findings illustrate how the combination of poverty and gender inequality, inequities in the legal framework, and patriarchal attitudes and corruption in both formal and informal institutions at the local level discourage abused women from seeking recourse and decrease the likelihood of a favorable outcome when they do."
s2orc_3289,The effect of microscopic texture on the direct plasma surface passivation of Si solar cells,"Textured silicon surfaces are widely used in manufacturing of solar cells due to increasing the light absorption probability and also the antireflection properties. However, these Si surfaces have a high density of surface defects that need to be passivated. In this study, the effect of the microscopic surface texture on the plasma surface passivation of solar cells is investigated. The movement of 105 H+ ions in the texture-modified plasma sheath is studied by Monte Carlo numerical simulation. The hydrogen ions are driven by the combined electric field of the plasma sheath and the textured surface. The ion dynamics is simulated, and the relative ion distribution over the textured substrate is presented. This distribution can be used to interpret the quality of the Si dangling bonds saturation and consequently, the direct plasma surface passivation."
s2orc_3290,[Morphological study of the liver of mice-like rodents from areas of the Altai region exposed to radioactive pollution].,"Morphofunctional liver state of two mice-like rodents species caught at the three areas of Altai region exposed to radiation during nuclear tests at Semipalatinsk site was studied. It was shown that the stereotype morphofunctional changes in the liver of both rodent species were developed under chronic influence of low doses of radiation and chemical contamination. These changes are manifested as dystrophic disorders of hepatocytes and hemodynamic disturbances accompanied by a decrease of volume ratio of sinusoidal capillaries to hepatocytes and stroma to parenchyma. Hyperglycogenosis, redistribution of the main cytoplasmic organelles, and considerably reduction of the volume densities of mitochondria, smooth and rough endoplasmic reticulum are the leading ultrastructural changes. Moreover, character and manifestation of the changes are determined by ecological belonging and correlated with intensity of anthropogenic pollution. The role of these changes in development of long-term pathology are discussed."
s2orc_3291,Liver transplantation in primary hepatic carcinoid tumor: case report and literature review.,"Ninety percent of all carcinoid tumors develop in the gastrointestinal tract. Although the liver is a usual site for metastases, primary hepatic carcinoid tumors (PHCTs) are extremely rare. The diagnosis is based on histopathologic characteristics and on exclusion of a nonhepatic primary tumor. While liver transplantation (OLT) is a well-established surgical treatment in selected cases of unresectable metastatic carcinoid tumor, its use in PHCT has not been widely described. We report the case of a 50-year-old woman with unresectable PHCT treated with OLT. After 64 months, disease recurred in the liver and mesentery. Laparotomy with multiple radiofrequency ablations of liver lesions and resection of peritoneal deposits was performed; however, in the postoperative period, a fatal myocardial infarct occurred. Our case is the fourth one reported in literature. It confirms long-term survival after OLT in patients with unresectable PHTCs."
s2orc_3292,Effects of vacuum annealing on the particle size and phase composition of nanocrystalline tungsten carbide powders,"The effects of the vacuum annealing temperature (400–1400°C) on the phase and chemical composition, particle size, and microstresses of the nanocrystalline powders of tungsten carbide WC with 20–60 nm particles were studied by X-ray diffraction and electron microscopy. Vacuum annealing of WC nano-powders at T ann ≤ 1400°C was accompanied by decarbonization, resulting from the interaction of carbon with the oxygen impurity. Changes in the chemical composition of the nanocrystalline powder of tungsten carbide led to changes in its phase composition. The annealing was accompanied by growth of powder particles due to the aggregation of nanoparticles and by a decrease of microstresses."
s2orc_3293,A NONLINEARDYNAMIC MODELLING FOR SPEECHRECOGNITION USINGRECURRENCE PLOT - A DYNAMIC BAYESIANAPPROACH,"Thepaperdescribes about anovel nonlinear feature extraction technique based uponRecurrence Plot(RP). Thisplot notonly helps invisualizing thesystem dynamics butalso canbequantified. TheRecurrence Quantification Analysis (RQA)characterizes various aspects ofadynamic system andmakesitasuitable technique forfeature extraction. Wehavetaken three prime quantification techniques namely Recurrence Rate, Entropy and Average Diagonal Length. Theinformation about thesystem gets distributed inthese quantities. Henceweneedamodelthat iscapable oftaking intoaccount theinformation fromallthe three RQA techniques. Dynamic Bayesian Networks (DBNs) canmodelthese information veryefficiently. Forthis purpose wehaveusedFactorial Hidden MarkovModel(FHMM)which isaspecial caseofDBNs.Theproposed method works well even inpresence ofnoise whencompared withtheconventional technique. IndexTerms-Speech recognition, Dynamics, Bayesprocedures, Hidden Markovmodels, Learning systems"
s2orc_3294,Granulation Process in A Vibro-fluidized Bed Spray Granulator,"Urea particles and oilvegetable seeds as initial particles were used to study granulation process in a vibrofluidized bed,where the initial particles grew in a layered manner by spraying melt urea solution on them and reached the required granule size.The experimental results show that at fluidizing gas velocity U=1.86Umf,the oilvegetable seeds give higher growth rate than the urea particles.Larger initial particle size and liquid spraying rate and lower gas velocity,vibrating intensity and nozzle position are preferred conditions for the growth of particles.To keep the particles from cohering,however,liquid spraying rate should be limited to less than 8.5 kg/h for U=(1.5～2.0)Umf."
s2orc_3295,Constraints Perceived by Farmers in Watershed Development Projects,"The study was undertaken to analyze the constraints perceived by farmers in Bunga and Sukhomajri watershed development projects in Shivalik foothill regions of Haryana. Constraints perceived by the watershed respondents in smooth functioning of projects were grouped into four broad areas viz., general constraints, economic constraints, organizational constraints and communication constraints. Low level of awareness regarding project benefits, local political interference, irregularity in payment of wages, lack of economic motivation, decisions made at higher level without consulting people, lack of demonstration and lack of collective action were the main constraints perceived by the farmers as serious to most serious in implementation of watershed development projects."
s2orc_3296,"[μ-N,N,N′,N′-Tetrakis(2-pyridylmethyl)pentane-1,5-diamine]bis[dichloridocopper(II)] sesquihydrate","In the title dinuclear copper complex, [Cu2Cl4(C29H34N6)]·1.5H2O, both CuII ions are coordinated in a slightly distorted square-pyramidal environment in which the N atoms of the dipicolyl­amine group and a chloride ligand form the basal plane. The apical position is occupied by a second chloride atom. The Cu—N distances involving the pyridine N atoms differ slightly from each other and the Cu—N distance involving the tertiary N atom is the longest. The apical Cu—Cl distance is elongated compared to its basal counterpart due to typical Jahn–Teller distortion. In the crystal structure, complex and water mol­ecules are linked via inter­molecular O—H⋯O and O—H⋯Cl hydrogen bonds into chains along [001]. One of the water mol­ecules was refined with half occupancy."
s2orc_3297,"Direct nucleophilic trifluoromethylation of carbonyl compounds by potent greenhouse gas, fluoroform: Improving the reactivity of anionoid trifluoromethyl species in glymes","A simple protocol to overcome the problematic trifluoromethylation of carbonyl compounds by the potent greenhouse gas ""HFC-23, fluoroform"" with a potassium base is described. Simply the use of glymes as a solvent or an additive dramatically improves the yields of this transformation. Experimental results and DFT calculations suggest that the beneficial effect deals with glyme coordination to the K+ to produce [K(polyether)n]+ whose diminished Lewis acidity renders the reactive anionoid CF3 counterion species more 'naked', thereby slowing down its undesirable decomposition to CF2 and F- and simultaneously increasing its reactivity towards the organic substrate."
s2orc_3298,GRASSMANNIANS OF SECANT VARIETIES,"For an irreducible projective variety X, we study the family of h-planes contained in the secant variety Sec_k(X), for 0<h<k. These families have an expected dimension and we study varieties for which the expected dimension is not attained; for these varieties, making general consecutive projections to lower dimensional spaces, we do not get the expected singularities. In particular, we examine the family G of lines sitting in 3-secant planes to a surface S. We show that the actual dimension of G is equal to the expected dimension unless S is a cone or a rational normal scroll of degree 4 in P^5."
s2orc_3299,Dispersion energy from density-functional theory description of monomers.,"A method is proposed for calculations of dispersion energy at finite intermonomer separations. It uses a generalized Casimir-Polder formula evaluated with dynamic density susceptibilities provided by time-dependent density-functional theory. The method recovers the dispersion energies of He, Ne, and H 2 O dimers to within 3% or better. Since the computational effort of the new algorithm scales approximately as the third power of system size, the method is much more efficient than standard wave-function methods capable of predicting the dispersion energy at a similarly high level of accuracy."
s2orc_3300,Corporate Image Effects on Consumers’ Evaluation of Brand Trust and Brand Affect,"Abstract This research investigates relationships between a company’ s corporate image and consumer attitudes toward brands in the company. It also examines the fit between a company and its individual products and consumer-company identification as intervening variables between the relationships. Data for this research were collected from 347 undergraduate students through a survey. They were asked to provide their perceptions on two brands for each of 8 large Korean companies. The results indicate that corporate image directly influences brand trust, whereas it does not affect brand trust indirectly, through company-product fit. Also, the results indicate that corporate image does not directly influence brand affect, whereas it does influence brand affect indirectly, through consumer-company identification."
s2orc_3301,Machine Learning for Automatic Classification of Web Service Interface Descriptions,"We argue that the automatic classification of web service interface descriptions into a predefined set of categories can considerably speed up the task of finding compatible web services. By doing so, we restrict computationally-expensive compatibility checking to systems within the same domain category. In this paper we show that this classification can be carried out by leveraging techniques derived from automatic document classification. In particular, we devise an approach that exploit the characteristics of web service interface descriptions to extract the features necessary for inferring the categorisation function. We further reports the results of experiments in categorising various web service interface descriptions using different classification algorithms."
s2orc_3302,"Comparative Study on the Structural Features and Elemental Compositions in the Nest Material of Two Selected Arboreal Ants, Crematogaster rogenhoferi (Mayr, 1879) & Polyrhachis dives. (Smith, 1857)","The aim of this study was to determine the difference between the structural features and elemental compositions in the nest material of the two selected arboreal ants, Crematogaster rogenhoferi and Polyrhachis dives. The nest surfaces were observed with a scanning electron microscope (SEM). During this study we found that Carbon content was 46.96% and Oxygen 49.40% in C. rogenhoferi, whereas in P. dives the Carbon content was 57.50% and Oxygen 46.25% respectively. Si, Ca, K, Cu, Br, Hg, Na, Mg and Fe were also detected which was in trace amounts in both the nest material of the selected arboreal ant. This elemental composition of these two selected arboreal ants shows a significant difference."
s2orc_3303,The current voltage relationship of the delayed outward current in the heart of the frog (Rana esculenta) and the tortoise (Testudo germani),"Steady state and non steady state I-V relationships of the resting membrane and delayed rectifying membrane were analysed by applying trapezoid voltage clamp pulses on atrial fibres isolated from the frog and the tortoise. The fibres were disposed in a perfusion chamber for double sucrose gap. In both types of preparation, a component of delayed rectification current was identified which was activated following a comparable time course. The amplitude of the delayed rectification current, when expressed either as normalized to the calculated membrane capacity or to the initial background current, is significantly larger in the frog than in the tortoise. Full activation of the delayed rectifying system can be demonstrated in the tortoise, while in the frog this process is presumably complicated by simultaneous accumulation of K ions in the extracellular region. The difference in magnitude of the delayed outward current has no influence on the duration of action potential which is recorded over the sucrose gap."
s2orc_3304,Clock Drawing Test in acute stroke and its relationship with long-term functional and cognitive outcomes.,"AbstractObjective: The Clock Drawing Test (CDT) is commonly used as a screening tool for the assessment of dementia. The association between the CDT in acute stroke and long-term functional and cognitive outcomes in this population is unknown. The present prospective study is the first to examine if CDT scores in the acute stage after stroke are related to long-term outcomes and to compare the predictive ability of two scoring systems in a large sample of stroke patients. Method: A total of 340 patients admitted to an acute stroke unit were included in the present study. Separate stepwise multiple linear regression analyses were performed with eight independent variables (demographic/pre-stroke variables – age, sex, premorbid functioning; stroke-related variables – stroke severity, localization; cognitive variables – Orientation Test, CDT [2 scoring systems]), and four dependent variables administered one year post-stroke (Barthel Index, modified Rankin Scale, Reintegration to Normal Living index, Global ..."
s2orc_3305,A hypergraph regularity method for generalised Turan problems,"We describe a method that we believe may be foundational for a comprehensive theory of generalised Turan problems. The cornerstone of our approach is a quasirandom counting lemma for quasirandom hypergraphs, which extends the standard counting lemma by not only counting copies of a particular configuration but also showing that these copies are evenly distributed. We demonstrate the power of the method by proving a conjecture of Mubayi on the codegree threshold of the Fano plane, that any 3-graph on n vertices for which every pair of vertices is contained in more than n/2 edges must contain a Fano plane, for n sufficiently large. For projective planes over fields of odd size q we show that the codegree threshold is between n/2-q+1 and n/2, but for PG_2(4) we find the somewhat surprising phenomenon that the threshold is less than (1/2-c)n for some small c>0. We conclude by setting out a program for future developments of this method to tackle other problems."
s2orc_3306,Gut-Liver Axis Links Portal Hypertension to Acute-on-Chronic Liver Failure,"Acute-on-chronic liver failure (ACLF) is considered a distinct syndrome in patients with liver disease, with systemic inflammation playing a central role. Portal hypertension (PHT) is also aggravated by inflammation and may subsequently impact the course of ACLF. PHT is more than just an increase in portal pressure in the portal venous system; it aggravates the course of liver disease and, thus, also facilitates the development of acute decompensation and ACLF. A critical mechanistic link between PHT and ACLF might be the gut-liver axis, which is discussed in this review."
s2orc_3307,Powdered alloy steel for metal injection molding and preparation method thereof,"Technical Field The present invention relates to powder metallurgy, particularly to an alloy steel powder for metal injection molding method for its preparation, to solve the problem to meet the injection molding process, injection molding of high performance alloy steel powder metal part of steel, characterized in that the alloy steel powder ingredients composition containing Cr: 15 ~ 20%, containing Ni: 10 ~ 20%, Mo: 1 ~ 5%, containing Si: 0.6 ~ 0.9%, containing Mn: 0.1 ~ 0.5%, the balance of Fe; by melting , slag, heat, atomization, dehydration, surface treatment etc. to obtain an alloy steel powder for metal injection molding to achieve a high standard with the claims."
s2orc_3308,Sheaths and Scabbards in England Ad400-1100,"This study focuses on the sheaths and scabbards of the Anglo-Saxon period, rather than the blades once held within them. Esther Cameron presents a largely technical approach to the study of material from the period of the first Anglo-Saxons in England in the 5th century, through to the 11th century. Alongside a large corpus of examples, she looks at the nature of the material evidence, of skin, leather and wood, and the composition of the materials used, their decomposition and preservation in the archeological reord. The wider significance of her findings for Anglo-Saxon archaeology and for the study of organic materials form archaeological contexts in general, are revealed in the final chapter."
s2orc_3309,Initialization Algorithms for Convolutional Network Coding,"We present algorithms for initializing a convolutional network coding scheme in networks that may contain cycles. An initialization process is needed if the network is unknown or if local encoding kernels are chosen randomly. During the initialization process every source node transmits basis vectors and every sink node measures the impulse response of the network. The impulse response is then used to find a relationship between the transmitted and the received symbols, which is needed for a decoding algorithm and to find the set of all achievable rates. Unlike acyclic networks, for which it is enough to transmit basis vectors one after another, the initialization of cyclic networks is more involved, as pilot symbols interfere with each other and the impulse response is of infinite duration."
s2orc_3310,Targeting Th17 cells in autoimmune diseases.,"T helper 17 (Th17) cells have been implicated in the pathogenesis of most common autoimmune diseases, including psoriasis, rheumatoid arthritis (RA), inflammatory bowel disease (IBD), and multiple sclerosis (MS). Although anti-interleukin-17 (IL-17) antibodies show marked clinical efficacy in psoriasis, targeting IL-17 alone is not sufficient to improve clinical end points in other autoimmune conditions, namely RA and Crohn's disease. Given that Th17 cells express IL-17 together with many other proinflammatory cytokines [IL-17F, IL-22, IL-26, and granulocyte-macrophage colony-stimulating factor (GM-CSF)], targeting the Th17 cell lineage may be superior to blocking a single effector cytokine. Here, we discuss the rationale for targeting two checkpoints in the development and inflammatory function of Th17 cells, retinoid-related orphan receptor-γt (RORγt) and IL-23, and we review recent progress in the development of both RORγt small molecule inhibitors and IL-23 neutralizing antibodies."
s2orc_3311,Package structure of semiconductor device,"The invention provides a package structure of a semiconductor device. The package structure comprises a chip and metal layers, wherein electrodes are arranged on the chip; first conducting posts are bonded on the electrodes; one end, far away from each electrode, of each first conducting post is connected with a weld cap; the weld caps are connected with second conducting posts; the first conducting posts and the second conducting posts are arranged on the two sides of the weld caps respectively; and one end, far away from each weld cap, of each second conducting post is connected with each metal layer. According to the package structure, the first conducting posts bonded on the electrodes of the chip can well alleviate stress at a bonding point of a salient point structure and a semiconductor chip, and the problem of failure of the semiconductor device caused by rupture of the electrodes due to nonuniform thermal expansion is solved."
s2orc_3312,"Biocompatibility of sorbitol-containing polyesters : Synthesis, surface analysis, and cell response in vitro","A series of sorbitol-containing polyesters were synthesized via a one-pot lipase-catalyzed condensation polymerization. Thin films were prepared by spin coating on silicon wafers and surfaces were analyzed by tapping modeatomic force microscopy (AFM) and contact angle measurements. Surface morphologies and surface energies across the series of polyester films, including a poly(E-caprolactone) (PCL) control were nearly indistinguishable. Biocompatibility of the sorbitol-containing polyester series was evaluated against a PCL control by measuring cell spreading of a mouse fibroblast 3T3 cell line in vitro. The initial results suggested that the sorbitol-containing polyester surfaces elicited cell behavior similar to the PCL control. These preliminary results indicated the sorbitol-containing polyester series as a promising material for tissue engineering research and development."
s2orc_3313,Cytophotometric measurement of the cellular DNA content of [3H]thymidine-labelled spheroids. Demonstration that some non-labelled cells have S and G2 DNA content.,"Spheroids from the V279-171b and MCa-11 cell lines were incubated continuously for 24 hr in [3H]thymidine for labelling of the outer cells of the viable rim. The spheroids were dispersed into single cells, and the DNA content of photomapped cells was measured by absorption cytophotometry. Autoradiographs were then prepared from which we ascertained cellular labelling. For spheroids of both cell lines, we found a larger proportion of cells with a G0/G1 DNA content among the non-labelled inner spheroid cells than among the labelled outer cells (P less than 0.001). This block of non-labelled spheroid cells in G0/G1 was not a cell cycle perturbation caused by the isotope for the MCa-11 spheroids. Approximately 8% of non labelled MCa-11 spheroid cells had S/G2 DNA content, suggesting that non-cycling cells in spheroids may be blocked in S and G2 as well as in the G0/G1 phase of the cell cycle."
s2orc_3314,"Enzymatic synthesis of a new derivative of thiamin, O-alpha-glucosylthiamin.","A new transglucosylated derivative of thiamin could be synthesized by the actions of cyclomaltodextrin glucanotransferase from Bacillus stearothermophilus and glucoamylase from Rhizopus sp., in this order, on a mixture of dextrin and thiamin. The derivative was isolated in crystalline form and identified as 5'-O-(alpha-D-glucopyranosyl)thiamin by spectroscopy (FAB-MS, UV, 1H-NMR, and 13C-NMR), thiochrome formation with K3 [Fe(CN)6]-NaOH reagent, and the hydrolysis products by alpha- and beta-glucosidases. O-alpha-Glucosylthiamin was odorless and mildly sweet with no tongue-pricking taste, and was more stable than thiamin hydrochloride in aqueous solutions at pHs 7.0 and 9.3."
s2orc_3315,Validation of the 12-Minute Cycle Ergometer Test Using a Higher Resistance Setting,"The 12-Minute Stationary Cycle Ergometer Test (12MCET) has been developed and validated as an accurate VO2peak prediction test particularly for the injured (7). Prediction is based on body weight and total work done in 12 min at a resistance setting of 2.5 kp (men) and 2.0 kp (women) on the Monark cycle ergometer. In the development of the 12MCET a small number of subjects stated a preference for a higher resistance setting than 2.5 kp. The purpose of this study was to validate the use of the 12MCET with a resistance setting of 3.0 kp for a sample of 30 college-age men. When applied to the 12MCET, use of the 3.0 kp resistance setting overpredicted actual VO2peak by a mean of 175 ml • min−1 (p = .02). We concluded that the use of a 3.0 kp resistance setting for the 12MCET is inappropriate and that any resistance setting other than that prescribed should not be used without proper validation."
s2orc_3316,[Ultrasonic diagnosis of the changes in human tibia during 370-day antiorthostatic hypokinesia].,"Nine volunteers, aged 27 to 41 years, were exposed to 370-day head-down tilting during which their tibia bones were examined by measuring acoustic parameters with the aid of exponential point concentrators located at a 15 mm distance. Although the bone acoustic profile showed individual variations, the decrease of the average ultrasound velocity in the middle part and the gradient of the ultrasound velocity in the distal part of the diaphysis occurred primarily in the first half of the bed rest study, thus reflecting changes in bone adaptation to mechanical loads (redistribution of elastic properties along the bone). The acoustic parameters measured noticeably responded to countermeasures used (or not used) during bed rest (exercise) and therefore can help obtain better prognostic information about bone is compared to the data accumulated by means of monophoton absorptiometry (mineral density measurement). This method can be well used for examining long bones in extended space flight."
